,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
0,0.014755702,0.014107868,0.019484522,-0.026488755,-0.012375362,-0.0029448695,0.008650857,0.01749312,0.0009430322,0.014253987,-0.02238384,0.009726192,-0.023751575,0.017416429,0.012904,0.0071953833,-0.00043465095,-0.0016279549,-0.025639037,-0.04656868,-0.039590437,-0.03803073,0.015053891,0.0153840445,0.028637711,-0.03793188,0.033035018,0.11938711,0.08480288,0.11853554,0.026803471,0.013208725,-0.02687758,-0.042054266,0.008885977,-0.065027356,-0.048157435,0.093587585,0.13060808,0.18849772,0.116827026,0.113805756,-0.004017876,0.00490838,-0.00057157694,0.007348674,-0.025663622,-0.09580802,0.05999466,0.33900636,0.45113298,0.42315975,0.14189142,0.022909837,0.04447866,-0.011620807,0.010505688,-0.044986967,0.041024074,-0.031591002,0.558054,0.6309615,0.35077587,0.29944202,-0.014535599,-0.002756572,-0.048040934,0.02162899,-0.020509155,-0.007915391,0.08321763,0.31858924,0.3355276,0.11533218,0.1950862,0.028577937,-0.02056292,0.055567116,0.051270742,-0.025012333,0.00607651,0.08393635,0.25443202,0.11008764,0.08195693,0.10216998,-0.05078577,-0.0016386502,0.0108649,-0.01696661,0.08309928,0.020532407,0.08770425,0.15832491,0.122665815,-0.002453961,-0.0205365,0.02180255,0.014946941,-0.027686689,-0.019444412,0.01915253,0.029716121,0.00034772756,-0.028124478,-0.008439509,-0.009734942,0.0048172087,0.0035384125,-0.029455403,0.037464812,0.03558867,0.028002253,0.0016948811,-0.0061642574,0.012962302,-0.03269222,-0.006337205,-0.00033096783,0.013381131,-0.051372107
1,0.022218108,0.028975012,0.008053129,0.031488683,-0.009512318,0.015108642,-0.0061330697,0.016439818,0.0063416264,-0.008156027,-0.018941728,-0.017274827,-0.005892523,-0.031302378,0.022728724,0.020561298,0.016127383,-0.009914468,-0.021876728,-0.0432692,-0.035350956,-0.04031931,0.02497212,0.027795566,0.017474433,0.0006502642,0.14113669,0.057923153,-0.065371536,0.023244454,-0.037904747,-0.02524877,-0.0043951026,-0.0010824447,0.034982968,-0.0057429313,0.18961364,0.2335058,0.097333156,0.07257931,0.008504248,0.107681185,0.024172582,0.004136298,-0.026173094,0.0017953007,0.040134694,0.059910882,0.26632443,0.32352126,0.17319754,0.114941224,0.1743204,0.004699123,0.014375563,-0.008975494,0.031973474,0.08182496,0.20122962,0.3529056,0.57421505,0.32799947,0.157875,0.12528081,0.0059061153,-0.014868276,-0.02654072,-0.013340032,0.047285426,0.123849444,0.3972856,0.4110645,0.26671374,0.11500876,0.015698958,0.021334123,-0.03781209,0.009105891,-0.0071536675,0.047103237,0.11858762,0.14141725,0.22898118,0.052845683,0.057609607,0.04530021,-0.026665611,0.01928699,0.016007625,0.010824085,0.04976944,0.110517256,0.10165913,0.17040163,0.013887002,0.023344485,-0.005949527,-0.005506815,0.032397017,-0.055900052,-0.013628577,-0.011347129,0.002544719,0.010376195,-0.0010319971,0.009784217,-0.011190208,0.009136859,0.013625189,-0.03755173,-0.0067217965,0.019838031,0.007502143,0.025711281,-0.018708315,0.011219774,0.002752887,-0.0035861474,0.01255478,-0.024598472,-0.02910434
2,0.0011728068,0.00035392493,-0.023577908,0.00066921214,0.02870583,-3.2153912e-05,-0.015763082,0.012726144,0.026964253,-0.020810382,-0.00395841,0.014750762,-0.029530495,-0.009056986,0.031034479,-0.036087077,0.011320477,0.0026914056,0.02266132,-0.046930145,-0.04763464,0.011390603,0.010403697,0.011361241,-0.0043715215,0.02730799,0.10939487,0.2095046,0.084788464,0.03201087,-0.040225375,-0.04988964,0.009787626,0.0019365541,0.03795138,0.057953734,0.13712238,0.13313499,0.12176938,0.22696967,0.15222,0.08835838,0.004865079,-0.001363025,-0.014667982,-0.027053934,-0.023891786,-0.09747446,0.22506756,0.4471842,0.3895693,0.2273666,0.17150919,0.039974015,0.006737735,0.0116024,-0.0037147172,-0.022107173,-0.015163614,0.24256591,0.59464467,0.39018974,0.059552923,0.01442177,-0.02687313,-0.030832224,-0.006332956,0.019737607,0.010253554,-0.013507109,0.14095242,0.13224132,0.09889768,-0.12013051,-0.05826497,0.017135061,-0.012121206,0.013672684,-0.011354314,-0.07799678,-0.094029866,-0.062091243,0.028596846,-0.07454095,0.03836569,-0.035266727,-0.038902618,0.020779938,0.0014183188,-0.004046014,0.08225543,0.016303893,-0.13448493,-0.12168689,-0.09467053,-0.056201912,-0.033450015,0.0071248505,0.009198969,-0.022206297,-0.014248733,-0.01109843,0.022004947,0.011469997,-0.008501465,0.025258297,0.01668671,0.026442675,0.0069573238,-0.035546724,0.013487474,0.015129883,0.024837105,-0.014044601,-0.018562386,-0.00770486,0.0076895435,0.030215342,0.008734109,0.016895626,0.0013588024
3,0.03319128,-0.027191864,0.039545644,0.035073873,-0.022400757,0.01756253,0.008326599,0.004671429,0.008762802,-0.0016441891,0.017886318,0.034926675,-0.0103764925,-0.0043428782,0.035057664,-0.009866438,-0.03490997,0.024739683,0.0067590275,0.017048998,0.009579539,-0.016746573,0.047642987,0.012085585,0.032008845,-0.034753364,0.064749196,0.16986829,0.1759396,0.16448087,-0.033260994,-0.004001258,0.0050554285,-0.003577266,-0.004788073,0.08054828,0.20717545,0.1913931,0.27289572,0.2990712,0.1711459,0.041489944,0.05410168,-0.019918788,0.0097554745,-0.02479239,0.12186971,0.2115446,0.39190224,0.58935314,0.4912984,0.38312766,0.10972974,-0.022490596,0.053520042,0.04597043,-0.01860438,0.16470933,0.21960983,0.3459661,0.50651896,0.37975156,0.13271932,0.07757288,-0.009574503,-0.020777749,-0.008833506,0.021131288,-0.009248532,0.13282163,0.089268975,-0.18361746,0.005689589,-0.16123827,0.026208932,0.035444003,0.020255757,0.021285309,0.009320881,-0.014695741,-0.008332208,-0.12876184,-0.07186228,-0.10147636,-0.08624759,-0.013815173,-0.0033507207,-0.03955321,-0.021268854,0.020627316,0.085542694,-0.024276344,-0.00543716,-0.1505871,-0.033146847,-0.030717012,-0.0020441609,0.011337109,-0.020279301,-0.004829393,-0.008132198,-0.016496716,-0.004836575,-0.001015351,-0.019291617,-0.03017456,-0.011751102,-0.00038782222,-0.017558021,-0.023739979,0.032171436,-0.028608289,0.036535468,0.008555549,-0.021570345,0.043284442,0.020197313,0.044383764,0.023742437,-0.0018060878,-0.030332789
4,0.013516101,0.021032844,0.028997863,-0.004221996,0.0068155793,0.0014930178,-0.010133186,0.0024168103,-0.0007076624,0.017082196,-0.0002229677,0.024823172,0.00924009,0.0021771677,0.013052373,0.012787013,-0.028741341,-0.026835078,-0.02281969,0.020336624,-0.012491463,0.003167674,0.024018412,0.0016991623,0.034231815,0.0071230507,0.072183676,0.08429133,0.064686984,0.081318796,-0.019916631,-0.010382207,0.002512786,0.013177708,-0.02148566,8.667633e-05,0.07054285,0.07041201,0.17122857,0.15736789,0.13028888,0.069224544,0.057146788,-0.032732658,0.018349927,-0.004807863,0.020474738,0.14866559,0.27708638,0.4422445,0.28088275,0.21201989,-0.05691577,0.018388592,0.0099160755,0.009972322,0.004962688,0.0457907,0.21964565,0.43255535,0.6253282,0.21426703,0.054430988,0.009991757,-0.0065304083,0.0010831931,-0.017434323,0.0018732136,0.074742176,0.18110731,0.28881606,0.25635636,0.17324944,-0.1415655,-0.07616029,-0.027065668,0.0063324296,0.02287361,-0.0054068086,-0.027325341,0.061757307,0.014598994,0.10451519,0.09746099,0.021718146,-0.05799302,0.0027514186,-0.012448496,0.002278651,-0.034272823,0.06272965,-0.068813756,-0.002777025,-0.040617462,0.067683585,0.08010683,0.026477242,0.004670381,-0.004586747,-0.0012715434,-0.007136436,-0.0240546,0.011879339,0.018544436,-0.016689172,-0.005699491,0.010156576,0.0068389564,-0.027628753,-0.04833054,0.011303023,-0.0014373764,0.020481886,-0.010299311,0.025238188,0.013256168,0.008285366,-0.009107695,0.025362343,-0.00014301157,0.0029248006
5,0.024771035,0.008700101,-0.03632018,0.00026684185,-0.00030543224,-0.029486993,-0.016766658,-0.019895641,-0.009016547,-0.018791288,-0.007042288,0.009878545,0.007623594,-0.04595658,-0.05955806,0.015369592,-0.00068442395,-0.009576967,-0.019319888,0.006950393,0.03404115,-0.016235711,0.017745258,-0.012316958,0.06659079,-0.031160586,0.09785569,0.16797146,-0.033472106,-0.037119385,-0.021819653,0.01270285,-0.004916785,0.039259765,-0.016272578,-0.008558832,0.0731424,0.084263235,0.13703401,0.0017538422,-0.07775216,-0.033517122,-0.014083435,-0.00066276616,0.002223761,0.019031025,0.0063748513,0.073622935,0.16126749,0.18154068,0.097583614,0.0076294397,0.07840044,-0.03139908,-0.016476354,0.022817418,-0.0037279502,0.035292014,0.012447547,0.21164127,0.42961654,0.3147718,0.07740694,-0.049147878,-0.008046832,0.016967898,-0.009035881,-0.0037527254,-0.009203058,-0.031642146,0.14816608,0.13236478,0.19967884,0.15651143,-0.060956504,-0.02951122,-0.017045898,0.009374201,0.035864044,-0.000604933,-0.07088383,-0.104977414,0.10004156,0.055149283,0.065597504,0.0498212,-0.022737036,-0.007663301,-0.013349415,-0.014383836,0.047181748,-0.019882128,0.026425147,0.032609254,0.086151645,0.07080903,0.038635146,-0.015774164,0.021409834,-0.0014423911,0.00400841,-0.023260567,-0.010814665,0.031855285,-0.014397314,0.02554997,0.012169165,0.011933441,-0.0049210503,-0.004571603,-0.019267293,-0.007599259,-0.0036267056,0.029087713,-0.01872733,0.013093657,-0.025846748,-0.014303755,0.004373947,-0.01790894,0.036195833
6,-0.00711911,-0.007621483,0.024726734,-0.014021577,-0.02576243,0.013083331,0.015269505,0.0009765099,0.018894041,-0.004967481,-0.02556536,-0.004293176,-0.02626238,0.012930449,-0.037888475,0.049621407,0.0024794536,0.030662443,0.0036849715,-0.016344208,-0.0033402485,-0.026157776,0.013233045,0.00398097,0.03479619,0.06497689,0.031119216,0.055667963,-0.02244266,0.050024994,0.02431379,0.019550927,-0.02529148,-0.0023880282,0.019563697,-0.02599043,-0.0013696877,-0.008373012,0.014481796,0.108906396,-0.0037694986,0.06559795,-0.021003354,-0.0148974,-0.0018148279,-0.033624046,-0.03349583,-0.0921546,0.12748148,0.21274215,0.07075009,-0.056569282,0.1261946,-0.0034351526,-0.015956976,0.015675697,-0.015061771,-0.079979874,0.10648287,0.16247626,0.49881795,0.23327227,0.094050325,0.05319157,-0.005860735,-0.014445518,-0.016527709,-0.015478286,0.051280156,0.036694165,0.14887048,0.231547,0.04611729,0.11843103,0.09689932,0.0071931495,-0.006963964,0.004585264,-0.0006936876,0.08046313,0.0095440075,0.10699699,0.055682287,-0.030847458,0.0005318708,0.008033573,0.018097844,0.010863788,0.015859291,-0.0017589927,0.0035431029,-0.0078960145,-0.023185188,0.15113294,0.0070909257,0.018840706,-0.0039771935,-0.01380172,0.008692314,0.010453552,0.0037091773,0.026053106,0.011648127,0.018733282,-0.00012111553,0.010279884,0.01370752,-0.009318513,0.009227779,-0.030227536,-0.021140203,0.025399677,0.019963453,0.011158656,-0.013398975,-0.009391822,-0.008668514,-0.044512246,-0.02962978,0.0077205608,-0.02895307
7,0.009332652,0.008501381,-0.021335293,-0.0064344825,0.004279384,-0.01555719,-0.029631326,-0.008417012,-0.0047734454,-0.018875362,-0.0013144118,0.027577365,0.015033495,-0.0075798947,0.0019470558,0.020920513,0.009283744,0.015539936,0.008971904,-0.008602099,-0.0066107614,-0.022266706,-0.0013797849,0.016703969,-0.0073118634,0.033891466,0.10620062,0.11855869,0.10083032,-0.025710978,0.042062152,-0.008644434,-0.01900029,-0.0062557235,0.0050013172,0.02305461,0.095928945,0.15909961,0.20924479,0.09904191,0.14371419,0.08574942,0.019943422,0.0055629923,-0.0060758037,-0.014351323,0.025164874,0.09049278,0.2236748,0.37394103,0.32117027,0.18257773,0.052040048,-0.0030824812,-0.009429535,0.01104279,-0.012308226,0.07428037,0.120830774,0.23984273,0.53625256,0.42826453,0.14875068,0.07598077,0.00066086894,0.014837666,-0.006672134,-0.0034208593,-0.020851357,-0.0070143593,0.15430057,0.2877092,0.26502723,0.067078985,-0.0068558543,0.02599343,-0.024131788,0.01555456,0.022232192,-0.012495372,0.11646634,0.020929785,0.040739704,0.0125615075,0.13545056,-0.02273983,-0.046905894,0.031790823,0.035821814,-0.03603537,0.023253694,0.0010744925,0.108635075,0.035937075,0.105978824,-0.0074923104,-0.046102196,-0.014319208,0.009679444,-0.009859591,0.030479021,-0.0050599063,0.013476423,0.026283905,-0.036267877,-0.006193607,-0.020950608,0.017149616,0.012072501,-0.020567816,0.010010044,-0.014721787,-0.010884949,0.021418914,-0.0071443487,0.0028147355,0.011833147,-0.0148736285,-0.0070888344,-0.008355793,-0.0074605797
8,0.0028752086,0.002733624,-0.012844718,0.0070920275,-0.0071571744,0.016479446,-0.02376126,0.0018005557,0.01981997,-0.04756152,-0.0072466433,0.0055198036,-0.015103935,0.015114274,0.0130336685,0.012542783,-0.028245794,0.023174075,-0.028100379,-0.017868489,0.018465813,-0.071539916,0.035159063,-0.0005018319,0.018366318,-0.023886897,0.1674436,0.080871224,-0.037410904,-0.009958178,0.0074437293,-0.010293811,0.013932845,0.019081706,0.01047406,-0.024958162,0.0330125,0.26049978,0.15669473,0.034164574,-0.025131963,0.041653372,0.009051891,0.01991291,0.02810862,0.0021752634,0.021473195,0.12208165,0.25695166,0.30229455,0.16310233,0.10370601,0.05680037,-0.022338323,0.0030693132,0.010562057,0.0062632305,0.16684632,0.30962008,0.4810355,0.4718061,0.17774267,0.014900712,0.07478774,-0.006326142,-0.037219405,-0.002677964,-0.022451278,0.074459836,0.2864582,0.40346417,0.41529757,0.16546407,0.0068267565,0.055928282,0.010946233,-0.010081372,0.029469375,0.0037508702,0.059318807,0.2103747,0.20383143,0.15593271,0.033151384,0.10761769,-0.023145616,-0.04718704,-0.006812343,-0.0032220809,-0.03139582,0.032770917,0.06317631,0.10618317,0.09743187,0.09162379,0.030731512,-0.00026101246,0.024910405,0.028520597,-0.02479106,-0.019776434,-0.01344632,0.0038828128,0.026282877,0.007033157,-0.031561375,-0.036854856,0.009134386,-0.008218953,-0.02940659,0.03843544,-0.03344649,-0.023583548,0.014118978,0.0025028125,0.025915675,0.005545667,-0.010052671,0.013130693,0.00267024,-0.051994924
9,-0.027265223,0.040405244,-0.015255439,0.023446959,-0.003941187,-0.015229062,0.02313159,0.027036877,-0.03753059,0.021188153,-0.020175543,-0.027203657,0.006833015,-0.030082867,0.0018594428,-0.034179803,0.004187836,-0.010174153,-0.028259851,-0.008881938,0.017951429,-0.026033046,0.019957148,-0.006151025,-0.020450706,0.064623244,0.12086961,0.21355402,0.08136981,0.003012411,-0.00075931265,-0.0084153395,0.007998759,0.01536665,-0.014191378,0.09829451,0.32164067,0.29518348,0.25852805,0.16904694,0.17036353,0.08807445,0.019890536,-0.0057194484,-0.0042515444,0.0050262236,0.20151138,0.15196091,0.4631701,0.545958,0.3270535,0.27408886,0.2671743,0.0018768886,0.00898348,0.04171784,0.05038624,-0.07143724,0.14912017,0.41612494,0.5903657,0.3379133,0.26493925,0.23080534,-0.010799786,-0.018748673,0.01830833,-0.015333851,-0.058009923,-0.015021967,0.24669811,0.103918724,0.13933004,0.21817549,-0.012266845,-0.0072674295,-0.019373653,0.043229815,0.017901063,0.041449532,-0.03346957,-0.019890985,0.12229693,0.10601582,0.036256153,-0.010457057,0.022077087,-0.02032834,-0.0014647202,-0.031427275,0.050878208,-0.006258432,0.05443077,0.013111356,0.078558035,0.0018569413,0.081720665,-0.011992197,-0.007715175,-0.033055898,-0.053503975,-0.061075084,-0.024037683,0.0025903124,-0.010046724,0.03140932,-0.0029347786,-0.018177439,0.0353305,-0.058086306,0.009080286,0.02001982,0.019556753,0.007959732,-0.0056850645,-0.015102385,-0.02204346,0.027830096,0.016962107,-0.018018888,0.011585748
